benchmark,fault_model,fault_id,criterion,iteration,selected_test_count,target_score,achieved_score,triggered,detected,seed
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,37,4,0.8461538461538461,0.8461538461538461,True,True,2037
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,38,3,0.8461538461538461,0.8461538461538461,True,True,2038
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,39,3,0.8461538461538461,0.8461538461538461,True,True,2039
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,40,3,0.8461538461538461,0.8461538461538461,True,True,2040
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,41,3,0.8461538461538461,0.8461538461538461,True,True,2041
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,42,5,0.8461538461538461,0.8461538461538461,True,True,2042
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,43,3,0.8461538461538461,0.8461538461538461,True,True,2043
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,44,4,0.8461538461538461,0.8461538461538461,True,True,2044
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,45,3,0.8461538461538461,0.8461538461538461,True,True,2045
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,46,3,0.8461538461538461,0.8461538461538461,True,True,2046
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,47,3,0.8461538461538461,0.8461538461538461,True,True,2047
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,48,3,0.8461538461538461,0.8461538461538461,True,True,2048
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,49,3,0.8461538461538461,0.8461538461538461,True,True,2049
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,50,3,0.8461538461538461,0.8461538461538461,True,True,2050
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,51,3,0.8461538461538461,0.8461538461538461,True,True,2051
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,52,3,0.8461538461538461,0.8461538461538461,True,True,2052
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,53,4,0.8461538461538461,0.8461538461538461,True,True,2053
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,54,4,0.8461538461538461,0.8461538461538461,True,True,2054
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,55,5,0.8461538461538461,0.8461538461538461,True,True,2055
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,56,3,0.8461538461538461,0.8461538461538461,True,True,2056
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,57,3,0.8461538461538461,0.8461538461538461,True,True,2057
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,58,4,0.8461538461538461,0.8461538461538461,True,True,2058
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,59,3,0.8461538461538461,0.8461538461538461,True,True,2059
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,60,4,0.8461538461538461,0.8461538461538461,True,True,2060
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,61,5,0.8461538461538461,0.8461538461538461,True,True,2061
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,62,3,0.8461538461538461,0.8461538461538461,True,True,2062
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,63,3,0.8461538461538461,0.8461538461538461,True,True,2063
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,64,4,0.8461538461538461,0.8461538461538461,True,True,2064
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,65,3,0.8461538461538461,0.8461538461538461,True,True,2065
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,66,4,0.8461538461538461,0.8461538461538461,True,True,2066
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,67,4,0.8461538461538461,0.8461538461538461,True,True,2067
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,68,3,0.8461538461538461,0.8461538461538461,True,True,2068
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,69,4,0.8461538461538461,0.8461538461538461,True,True,2069
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,70,3,0.8461538461538461,0.8461538461538461,True,True,2070
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,71,4,0.8461538461538461,0.8461538461538461,True,True,2071
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,72,3,0.8461538461538461,0.8461538461538461,True,True,2072
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,73,4,0.8461538461538461,0.8461538461538461,True,True,2073
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,74,5,0.8461538461538461,0.8461538461538461,True,True,2074
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,75,3,0.8461538461538461,0.8461538461538461,True,True,2075
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,76,5,0.8461538461538461,0.8461538461538461,True,True,2076
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,77,4,0.8461538461538461,0.8461538461538461,True,True,2077
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,78,3,0.8461538461538461,0.8461538461538461,True,True,2078
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,79,3,0.8461538461538461,0.8461538461538461,True,True,2079
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,80,3,0.8461538461538461,0.8461538461538461,True,True,2080
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,81,3,0.8461538461538461,0.8461538461538461,True,True,2081
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,82,3,0.8461538461538461,0.8461538461538461,True,True,2082
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,83,3,0.8461538461538461,0.8461538461538461,True,True,2083
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,84,3,0.8461538461538461,0.8461538461538461,True,True,2084
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,85,4,0.8461538461538461,0.8461538461538461,True,True,2085
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,86,4,0.8461538461538461,0.8461538461538461,True,True,2086
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,87,4,0.8461538461538461,0.8461538461538461,True,True,2087
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,88,3,0.8461538461538461,0.8461538461538461,True,True,2088
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,89,3,0.8461538461538461,0.8461538461538461,True,True,2089
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,90,5,0.8461538461538461,0.8461538461538461,True,True,2090
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,91,3,0.8461538461538461,0.8461538461538461,True,True,2091
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,92,3,0.8461538461538461,0.8461538461538461,True,True,2092
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,93,3,0.8461538461538461,0.8461538461538461,True,True,2093
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,94,4,0.8461538461538461,0.8461538461538461,True,True,2094
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,95,4,0.8461538461538461,0.8461538461538461,True,True,2095
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,96,3,0.8461538461538461,0.8461538461538461,True,True,2096
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,97,3,0.8461538461538461,0.8461538461538461,True,True,2097
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,98,4,0.8461538461538461,0.8461538461538461,True,True,2098
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,99,3,0.8461538461538461,0.8461538461538461,True,True,2099
